Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,label,Prediction,Severity
1066580,19,25,5358,617.6,950.56,11768.88,lfi,Attack,High
32462,3,3,135,43.74,42.12,718.56,normal,Benign,Low
22401,1,1,119,17.46,61.47,346.99,normal,Benign,Low
529129,21,48,2475,284.91,1052.56,20265.5,sql_injection,Attack,High
1762862,26,26,1414,274.91,583.97,24838.78,lfi,Attack,High
23908,2,1,130,17.02,32.81,491.09,normal,Benign,Low
1452667,18,48,4017,593.17,516.14,6221.81,xss,Attack,High
31222,3,3,80,41.72,98.27,844.25,normal,Benign,Low
13201,1,1,46,37.51,64.26,483.67,normal,Benign,Low
1202178,45,53,2346,481.05,404.66,23216.18,sql_injection,Attack,High
21187,2,3,132,66.1,105.26,587.49,normal,Benign,Low
1441128,28,17,2589,677.15,950.41,11575.15,xss,Attack,High
39942,3,2,140,26.39,78.47,664.72,xss,Benign,Low
38655,2,2,128,35.16,53.87,174.42,normal,Benign,Low
12610,4,1,117,84.66,77.55,245.19,normal,Benign,Low
5002,4,4,119,48.15,99.27,68.98,normal,Benign,Low
580234,25,21,4474,823.44,384.09,15290.03,sql_injection,Attack,High
782829,28,21,2791,753.02,1014.99,17841.69,normal,Attack,High
10878,4,4,49,48.8,91.12,607.17,normal,Benign,Low
16495,3,4,99,45.15,60.29,514.83,normal,Benign,Low
34314,2,4,126,64.8,33.41,449.48,normal,Benign,Low
5163,4,4,59,29.7,104.06,511.0,normal,Benign,Low
4179,1,1,147,15.09,32.35,197.35,normal,Benign,Low
697980,44,44,4595,340.65,743.01,22896.56,lfi,Attack,High
722781,42,55,5332,487.63,956.6,17780.11,sql_injection,Attack,High
9622,4,3,136,23.36,112.69,142.91,normal,Benign,Low
13326,2,1,118,56.33,75.77,292.14,normal,Benign,Low
34799,3,1,162,29.79,106.82,429.04,normal,Benign,Low
13399,4,2,118,17.4,81.67,689.48,normal,Benign,Low
24193,4,2,153,80.76,99.53,543.86,normal,Benign,Low
1450625,12,18,2896,752.97,446.95,15974.8,lfi,Attack,High
1700186,37,58,3124,470.48,1084.1,21085.4,normal,Attack,High
20638,1,3,179,85.53,65.99,362.61,normal,Benign,Low
37848,3,4,168,31.63,31.57,86.52,normal,Benign,Low
1511343,26,27,1712,502.25,436.9,14353.25,sql_injection,Attack,High
36073,3,2,119,69.79,44.08,432.63,normal,Benign,Low
31235,3,2,81,38.78,66.25,307.76,normal,Benign,Low
995454,18,46,5322,747.86,401.88,20881.41,sql_injection,Attack,High
1445332,40,41,5009,834.25,857.23,12025.04,lfi,Attack,High
23775,1,1,175,17.59,80.38,381.44,normal,Benign,Low
29059,1,3,165,30.0,83.24,99.22,normal,Benign,Low
580174,41,23,5150,837.84,614.39,16714.73,sql_injection,Attack,High
1025356,13,37,2821,687.57,473.15,22649.73,lfi,Attack,High
1252984,43,25,3426,310.98,755.5,23649.75,lfi,Attack,High
459510,36,33,2819,491.52,353.89,19460.09,xss,Attack,High
1210163,13,18,2209,842.85,798.45,11269.27,normal,Attack,High
1111961,20,44,1959,821.65,507.38,17714.91,xss,Attack,High
1484915,33,64,4592,781.39,519.73,6467.74,lfi,Attack,High
20470,2,2,141,48.08,29.52,276.44,normal,Benign,Low
1327719,42,23,4411,457.34,670.69,15470.73,sql_injection,Attack,High
33211,1,1,148,15.27,108.31,878.83,normal,Benign,Low
30479,2,2,68,84.69,77.87,215.85,sql_injection,Benign,Low
38549,2,3,176,33.32,77.21,289.66,normal,Benign,Low
29967,3,2,88,36.25,127.08,133.89,normal,Benign,Low
16967,2,3,159,39.01,30.81,104.84,normal,Benign,Low
22018,4,2,179,63.42,35.58,498.5,normal,Benign,Low
1629527,31,23,4610,656.91,456.43,19602.32,xss,Attack,High
16267,4,2,49,31.84,38.28,582.14,normal,Benign,Low
38693,3,1,106,16.72,90.44,624.58,lfi,Benign,Low
1534950,27,50,4111,524.26,469.31,18983.58,xss,Attack,High
39478,1,4,109,28.2,62.36,253.51,normal,Benign,Low
10629,3,3,67,27.15,79.12,521.94,normal,Benign,Low
504400,33,63,3557,525.39,889.44,15235.26,lfi,Attack,High
10640,4,2,76,40.06,31.56,215.86,normal,Benign,Low
17226,4,4,64,70.52,109.44,843.53,normal,Benign,Low
29265,1,3,113,46.61,88.62,744.94,normal,Benign,Low
35103,4,3,162,61.96,64.82,319.61,lfi,Benign,Low
930289,28,41,2607,390.14,851.34,12549.96,sql_injection,Attack,High
10972,1,4,103,68.52,54.93,713.65,normal,Benign,Low
1510965,32,65,2611,829.73,809.23,9115.42,xss,Attack,High
16538,3,2,128,62.18,100.2,381.72,normal,Benign,Low
38066,4,4,161,70.27,88.19,459.9,normal,Benign,Low
1407073,23,35,5485,311.81,717.78,17872.32,lfi,Attack,High
903398,30,23,1428,790.45,901.22,21041.79,xss,Attack,High
33569,2,1,121,63.62,113.31,705.69,normal,Benign,Low
1010684,42,61,4444,344.15,409.45,16589.06,normal,Attack,High
1018693,24,15,4116,302.24,409.32,12426.46,lfi,Attack,High
675709,35,53,3587,801.29,930.93,12299.47,lfi,Attack,High
33829,1,1,61,69.33,63.62,629.67,normal,Benign,Low
1394231,26,17,3838,539.02,676.24,24601.18,xss,Attack,High
19411,4,3,179,53.74,52.35,638.24,normal,Benign,Low
12892,3,3,116,88.05,59.46,846.31,normal,Benign,Low
647934,17,47,5259,672.53,894.78,23020.19,sql_injection,Attack,High
26378,3,4,171,63.75,112.24,479.81,normal,Benign,Low
9691,2,1,44,34.99,42.1,894.22,normal,Benign,Low
9147,1,2,104,62.95,39.92,862.12,lfi,Benign,Low
10391,1,4,98,42.47,127.28,254.95,normal,Benign,Low
30173,2,4,106,54.75,32.93,889.35,normal,Benign,Low
22959,4,1,146,81.9,25.01,391.57,normal,Benign,Low
23152,4,4,171,17.17,48.76,390.57,normal,Benign,Low
1119569,16,58,2411,273.93,571.92,14238.9,xss,Attack,High
1443135,29,57,3461,739.67,690.68,14047.57,sql_injection,Attack,High
823027,30,42,3302,505.76,420.73,17022.99,xss,Attack,High
9882,4,4,82,66.96,104.27,850.02,normal,Benign,Low
10522,4,3,148,17.52,93.09,819.25,lfi,Benign,Low
18923,1,2,57,32.71,71.38,118.52,normal,Benign,Low
1730191,31,22,2760,259.22,562.9,19562.96,lfi,Attack,High
15237,2,3,56,30.53,42.99,382.76,normal,Benign,Low
24674,4,1,114,82.17,94.41,776.11,normal,Benign,Low
16331,2,1,138,76.25,103.49,375.41,normal,Benign,Low
16400,4,4,128,15.15,69.86,246.3,normal,Benign,Low
35148,2,2,116,28.47,64.07,135.96,normal,Benign,Low
27583,2,2,164,81.03,52.47,451.8,normal,Benign,Low
1428589,32,56,3915,533.02,444.53,21279.68,sql_injection,Attack,High
22599,3,4,104,24.81,109.42,283.65,normal,Benign,Low
33642,4,3,117,72.5,80.79,294.45,normal,Benign,Low
24885,4,3,143,51.89,78.3,849.64,lfi,Benign,Low
39794,1,3,120,37.66,111.95,393.73,normal,Benign,Low
19269,2,1,53,64.51,48.28,242.9,normal,Benign,Low
10975,1,3,75,63.42,117.76,251.55,normal,Benign,Low
13843,4,2,82,62.47,52.44,776.16,normal,Benign,Low
1195528,33,47,1738,761.67,479.75,22006.23,lfi,Attack,High
1504846,17,21,5017,575.18,819.31,22970.86,sql_injection,Attack,High
22621,3,2,54,35.27,26.32,549.0,normal,Benign,Low
1279109,41,52,1586,748.44,977.29,22431.61,lfi,Attack,High
872443,14,49,4688,437.12,1095.67,8824.32,sql_injection,Attack,High
17887,3,4,171,87.63,68.51,473.03,normal,Benign,Low
1555322,31,63,4252,438.79,950.14,6876.65,normal,Attack,High
33694,4,3,75,15.06,90.72,747.77,xss,Benign,Low
1512141,29,29,4153,775.1,1084.3,21336.78,lfi,Attack,High
20909,3,3,53,75.47,57.52,278.58,normal,Benign,Low
17740,4,1,156,19.7,116.43,339.86,lfi,Benign,Low
32400,3,2,153,56.37,124.0,678.44,normal,Benign,Low
17410,4,2,128,17.14,32.64,710.51,normal,Benign,Low
24785,1,1,40,85.37,26.09,467.35,normal,Benign,Low
4759,3,1,80,23.7,91.13,205.56,normal,Benign,Low
38925,1,2,81,79.98,36.68,378.28,normal,Benign,Low
908892,27,24,4384,619.22,622.97,13004.99,normal,Attack,High
17127,3,1,159,24.06,93.41,536.86,normal,Benign,Low
21143,4,2,97,37.34,97.33,547.12,normal,Benign,Low
12822,3,1,129,19.87,33.09,640.68,normal,Benign,Low
25105,4,1,156,52.37,118.52,342.25,sql_injection,Benign,Low
31468,3,1,56,84.06,36.22,759.92,normal,Benign,Low
34753,2,2,133,65.07,90.2,568.28,normal,Benign,Low
9907,2,2,76,73.88,126.58,676.97,normal,Benign,Low
27391,1,4,59,41.55,80.41,510.49,normal,Benign,Low
1604473,35,25,3941,710.74,926.98,7706.28,xss,Attack,High
1581682,45,40,2361,831.67,723.1,15661.86,lfi,Attack,High
30897,4,3,62,54.31,58.9,550.55,normal,Benign,Low
1231340,32,25,5404,463.73,599.21,14189.81,normal,Attack,High
19053,4,2,73,69.8,44.39,653.94,lfi,Benign,Low
1159899,31,46,4683,252.67,1072.73,17352.58,lfi,Attack,High
38451,3,3,48,49.13,119.51,601.95,normal,Benign,Low
29173,2,3,71,43.92,76.35,730.07,normal,Benign,Low
18886,1,2,61,83.58,84.62,752.04,normal,Benign,Low
35394,2,1,118,40.48,117.9,779.8,normal,Benign,Low
39887,2,3,59,22.38,109.99,215.11,normal,Benign,Low
795733,28,53,3628,633.94,748.98,20370.44,normal,Attack,High
433088,28,20,4927,649.12,779.14,13304.16,lfi,Attack,High
27522,3,3,178,44.68,127.33,869.2,normal,Benign,Low
34827,1,1,166,84.31,122.33,893.96,normal,Benign,Low
6744,1,3,92,18.62,114.48,120.21,normal,Benign,Low
503458,34,34,5232,799.61,887.9,11218.14,xss,Attack,High
8497,3,3,82,87.34,36.21,590.94,normal,Benign,Low
26132,2,4,159,89.49,46.8,280.47,normal,Benign,Low
4067,4,1,65,66.64,96.48,663.65,normal,Benign,Low
706203,38,38,4556,332.13,1044.31,15730.91,xss,Attack,High
7780,1,1,154,38.91,90.23,59.69,normal,Benign,Low
1394748,32,48,1607,377.37,693.55,19860.21,xss,Attack,High
23293,4,1,114,24.41,123.29,450.98,normal,Benign,Low
471732,45,46,4789,532.73,853.44,10067.56,xss,Attack,High
10491,1,2,167,39.5,36.53,139.54,normal,Benign,Low
22819,2,2,68,74.65,73.64,187.59,normal,Benign,Low
34151,4,3,119,88.82,118.53,126.26,normal,Benign,Low
25755,4,3,139,67.87,36.94,327.07,normal,Benign,Low
10420,1,2,59,40.79,49.0,293.19,normal,Benign,Low
38890,4,2,147,34.93,124.87,422.71,normal,Benign,Low
5215,2,4,136,67.31,30.59,712.86,normal,Benign,Low
1205738,36,43,4693,307.36,1003.26,12597.93,lfi,Attack,High
30402,1,4,136,36.21,52.04,697.69,normal,Benign,Low
13888,1,3,124,41.38,73.31,695.13,normal,Benign,Low
29024,2,3,159,33.64,123.35,596.67,normal,Benign,Low
1667831,23,15,4026,645.04,956.99,16709.21,sql_injection,Attack,High
18164,4,4,53,42.19,60.03,759.71,normal,Benign,Low
1259595,17,24,2649,490.73,840.41,22614.77,normal,Attack,High
35174,2,2,46,25.18,102.71,181.26,normal,Benign,Low
28240,3,2,56,88.12,57.59,868.48,normal,Benign,Low
1538361,23,19,4880,803.13,910.36,12025.22,xss,Attack,High
1393524,35,54,3090,414.43,526.87,11240.04,lfi,Attack,High
9845,3,3,165,60.59,69.36,69.36,normal,Benign,Low
9822,2,4,122,49.78,70.63,276.09,normal,Benign,Low
1236594,26,34,1261,251.1,573.89,16230.42,xss,Attack,High
1136896,19,21,1972,486.0,920.57,7698.44,lfi,Attack,High
916299,43,43,2823,733.97,791.81,7577.69,lfi,Attack,High
6372,1,2,42,88.82,104.25,382.06,normal,Benign,Low
34157,2,3,153,72.11,38.11,247.55,sql_injection,Benign,Low
1164136,18,22,5074,815.64,514.6,20428.86,sql_injection,Attack,High
465443,38,44,2783,311.36,873.54,7901.33,lfi,Attack,High
10902,2,1,97,37.57,26.81,604.62,normal,Benign,Low
1376961,42,19,4583,792.25,977.76,7206.99,lfi,Attack,High
4322,1,1,48,78.8,62.55,595.58,sql_injection,Benign,Low
1740483,32,50,2496,658.03,1020.34,17655.25,lfi,Attack,High
1386324,38,26,4846,738.52,751.78,23961.14,sql_injection,Attack,High
6796,3,1,78,70.76,112.55,501.88,normal,Benign,Low
884384,16,19,2042,264.95,608.29,14772.67,xss,Attack,High
1390072,44,37,1486,800.04,917.58,21674.93,sql_injection,Attack,High
1783016,36,17,3748,798.61,1018.42,8769.98,sql_injection,Attack,High
23257,4,1,107,47.82,105.88,172.71,normal,Benign,Low
14323,4,1,66,78.17,26.08,544.67,normal,Benign,Low
30888,3,4,57,51.18,44.31,554.0,normal,Benign,Low
20977,3,1,76,85.96,59.36,505.43,normal,Benign,Low
30609,4,1,116,60.33,27.74,894.18,normal,Benign,Low
8463,3,3,118,88.71,102.54,766.07,normal,Benign,Low
1330484,40,49,4072,543.23,550.76,15378.53,lfi,Attack,High
20358,3,3,173,43.74,30.4,898.1,normal,Benign,Low
14293,3,2,160,29.58,33.8,735.89,normal,Benign,Low
23316,3,2,93,22.67,87.52,763.49,normal,Benign,Low
1614404,43,63,3280,777.34,600.13,23726.73,normal,Attack,High
12220,3,1,68,43.4,84.13,207.07,normal,Benign,Low
32593,4,1,44,26.62,85.59,527.38,normal,Benign,Low
31756,2,2,88,34.37,80.14,174.03,normal,Benign,Low
17574,4,3,101,26.67,29.75,536.32,normal,Benign,Low
31022,1,3,149,60.45,98.89,205.23,xss,Benign,Low
9290,4,4,149,84.94,86.71,710.11,normal,Benign,Low
36872,4,1,108,32.0,30.56,334.66,normal,Benign,Low
1671102,15,22,5160,680.02,646.27,11573.31,lfi,Attack,High
19085,4,4,85,19.84,91.16,661.92,normal,Benign,Low
972950,28,28,1380,402.77,468.63,15527.2,sql_injection,Attack,High
611072,13,25,1269,688.81,543.36,17991.27,sql_injection,Attack,High
12066,3,1,159,64.17,94.07,791.83,normal,Benign,Low
9742,2,2,114,25.54,105.07,353.16,normal,Benign,Low
797197,39,54,3263,272.07,543.04,19845.54,xss,Attack,High
30601,2,4,122,23.14,74.0,620.42,normal,Benign,Low
25755,1,3,147,39.58,91.03,166.97,normal,Benign,Low
850631,24,48,3503,623.38,734.72,9087.99,sql_injection,Attack,High
933801,34,23,2425,828.75,482.04,11320.41,normal,Attack,High
22811,1,4,139,47.36,64.38,75.38,normal,Benign,Low
6991,2,4,158,73.76,102.8,833.25,normal,Benign,Low
9082,4,4,40,34.66,95.68,655.64,normal,Benign,Low
10401,1,3,90,46.82,58.12,757.51,normal,Benign,Low
711518,20,45,5357,301.03,478.35,11758.02,xss,Attack,High
20921,2,4,168,50.43,36.96,141.4,normal,Benign,Low
25918,4,4,59,71.05,90.7,238.54,normal,Benign,Low
1023390,25,45,2227,414.72,921.26,9852.82,lfi,Attack,High
24945,1,1,147,75.83,54.93,710.25,normal,Benign,Low
862704,12,55,2858,427.1,822.73,13832.44,xss,Attack,High
34340,2,2,175,41.09,102.4,428.73,xss,Benign,Low
13980,4,1,107,57.0,58.79,168.27,normal,Benign,Low
1480946,31,18,4122,351.39,1033.8,11845.15,xss,Attack,High
1483743,22,49,1846,431.12,795.36,12991.6,sql_injection,Attack,High
30022,4,2,107,26.58,28.27,516.69,lfi,Benign,Low
24665,2,2,81,32.26,55.06,249.0,normal,Benign,Low
19267,1,2,107,79.55,69.08,741.74,normal,Benign,Low
14679,2,2,178,62.74,105.65,770.53,sql_injection,Benign,Low
32756,4,1,43,47.55,68.19,56.92,sql_injection,Benign,Low
16914,4,1,119,84.47,48.41,258.99,normal,Benign,Low
862700,34,65,3597,805.84,741.99,24340.09,lfi,Attack,High
39844,3,1,81,53.92,48.85,583.77,normal,Benign,Low
22014,3,2,46,41.85,100.43,648.05,normal,Benign,Low
31674,3,4,135,56.58,87.82,493.34,normal,Benign,Low
34362,4,1,177,71.8,52.17,128.13,normal,Benign,Low
25336,3,1,66,21.68,42.23,439.83,normal,Benign,Low
1030939,35,26,2647,518.69,980.87,18124.6,sql_injection,Attack,High
8555,2,3,114,70.52,99.42,436.16,normal,Benign,Low
26573,1,2,97,19.07,106.84,118.35,normal,Benign,Low
12416,1,2,88,27.06,26.06,889.79,normal,Benign,Low
9802,4,2,122,89.74,56.36,667.99,normal,Benign,Low
34322,2,4,103,28.75,83.9,157.24,normal,Benign,Low
26000,4,3,78,75.69,57.43,430.16,normal,Benign,Low
913289,41,49,3916,674.74,423.09,24597.12,lfi,Attack,High
31323,2,2,63,45.87,60.74,239.08,normal,Benign,Low
18967,3,4,50,30.93,63.55,548.16,normal,Benign,Low
1577339,34,60,2791,377.75,553.22,21345.48,normal,Attack,High
37832,4,3,140,59.05,80.63,166.51,normal,Benign,Low
21502,2,1,140,71.88,85.39,467.41,normal,Benign,Low
1731945,31,44,2922,781.76,379.73,20602.68,xss,Attack,High
39709,4,4,76,16.08,38.41,766.1,normal,Benign,Low
1556200,21,24,4872,849.19,1006.32,13432.71,lfi,Attack,High
32597,4,2,163,41.91,94.79,883.44,normal,Benign,Low
949921,41,58,2555,252.17,422.87,14474.73,lfi,Attack,High
1781632,28,50,5368,530.67,883.91,9619.46,xss,Attack,High
35972,4,1,129,21.79,97.94,432.1,normal,Benign,Low
1105409,19,57,3533,626.66,931.37,9096.85,sql_injection,Attack,High
18392,2,1,47,50.73,50.97,342.75,normal,Benign,Low
1041156,34,45,4570,534.95,423.16,15540.1,sql_injection,Attack,High
1318082,39,48,1759,495.8,890.39,14821.02,xss,Attack,High
1681665,33,38,5239,585.74,657.72,7287.92,sql_injection,Attack,High
1176235,44,56,1219,471.85,519.43,7504.54,xss,Attack,High
29412,1,2,122,32.52,103.09,55.9,normal,Benign,Low
13159,4,1,152,31.41,109.49,844.18,normal,Benign,Low
39880,4,2,142,15.17,90.7,369.88,xss,Benign,Low
1375459,22,22,1251,804.98,1032.49,8068.98,xss,Attack,High
20567,2,4,44,64.7,66.72,278.84,normal,Benign,Low
16226,2,3,78,28.9,85.95,865.09,normal,Benign,Low
25428,3,3,81,29.24,87.65,276.05,normal,Benign,Low
1625682,29,60,3415,291.36,1097.75,24934.87,normal,Attack,High
34598,4,4,53,18.39,55.68,283.45,sql_injection,Benign,Low
1040027,14,43,2267,673.07,959.21,12357.16,sql_injection,Attack,High
8949,2,3,151,50.15,71.58,452.63,normal,Benign,Low
674945,13,65,2880,370.26,550.69,12888.23,lfi,Attack,High
7827,2,3,77,82.44,30.05,857.09,normal,Benign,Low
14506,4,3,157,17.23,92.17,348.11,normal,Benign,Low
34069,3,1,102,46.58,82.93,204.9,normal,Benign,Low
1135328,33,39,4932,797.7,1071.03,19681.35,lfi,Attack,High
611771,28,53,1945,417.75,359.55,15820.77,lfi,Attack,High
38775,2,2,169,58.71,37.14,365.05,normal,Benign,Low
966150,16,64,2516,285.14,561.78,17829.99,lfi,Attack,High
37444,2,1,163,30.44,97.9,61.46,normal,Benign,Low
1449262,19,64,4873,585.13,571.34,17005.85,lfi,Attack,High
1009374,23,52,4228,816.93,1057.08,14952.06,sql_injection,Attack,High
38181,1,4,67,28.32,76.27,154.56,normal,Benign,Low
1618012,19,52,3127,323.13,733.05,11111.18,sql_injection,Attack,High
16297,1,2,154,50.05,76.43,392.79,normal,Benign,Low
448827,33,33,3124,404.77,864.92,19140.59,normal,Attack,High
5804,2,2,125,67.81,77.12,134.46,normal,Benign,Low
18849,1,2,166,51.77,107.05,158.41,normal,Benign,Low
39034,1,1,176,74.89,30.0,554.77,normal,Benign,Low
25870,4,1,50,56.44,73.48,232.22,normal,Benign,Low
1099408,18,22,4417,270.02,876.48,16535.75,lfi,Attack,High
757916,31,24,3546,797.68,543.83,8913.69,xss,Attack,High
35181,4,1,171,34.1,109.91,506.83,normal,Benign,Low
1713608,21,63,4908,592.21,644.23,23300.9,xss,Attack,High
21503,1,3,43,82.37,115.23,95.01,normal,Benign,Low
34340,1,1,140,17.47,61.64,292.31,normal,Benign,Low
694494,22,16,2685,555.45,583.83,9295.07,sql_injection,Attack,High
33553,3,1,68,25.68,42.5,494.62,xss,Benign,Low
23680,1,4,132,81.76,127.72,597.32,normal,Benign,Low
18654,1,3,78,45.94,35.69,661.95,normal,Benign,Low
8378,1,3,78,71.59,123.85,629.24,normal,Benign,Low
1724673,23,52,4471,472.34,384.34,6280.04,xss,Attack,High
35643,2,2,115,60.47,34.02,323.64,normal,Benign,Low
39718,2,4,125,69.9,80.55,313.38,lfi,Benign,Low
1677655,26,26,1940,435.87,715.76,10891.08,normal,Attack,High
1595609,42,55,4241,415.16,807.3,10378.82,lfi,Attack,High
13729,2,4,78,50.05,124.61,572.3,normal,Benign,Low
31809,2,1,170,78.22,26.87,644.25,xss,Benign,Low
25206,2,3,75,40.06,44.77,288.72,normal,Benign,Low
13613,1,3,91,88.14,73.51,71.85,normal,Benign,Low
31779,3,1,157,67.0,82.69,133.31,normal,Benign,Low
407873,36,48,4997,337.06,830.39,17392.7,xss,Attack,High
1589785,44,36,3856,401.47,759.78,21879.22,sql_injection,Attack,High
4428,2,1,137,32.24,56.86,201.18,normal,Benign,Low
29224,2,4,104,43.63,110.05,456.58,normal,Benign,Low
5896,1,1,162,57.77,77.04,775.36,normal,Benign,Low
569260,33,37,4816,515.69,747.56,20066.29,normal,Attack,High
562198,33,54,4032,437.81,550.31,14698.73,lfi,Attack,High
681633,26,29,3275,524.78,420.47,9390.22,xss,Attack,High
1083208,15,63,4488,368.06,920.91,14207.84,xss,Attack,High
19864,4,2,156,61.23,122.63,894.61,normal,Benign,Low
696218,19,52,1339,656.4,355.78,15906.26,sql_injection,Attack,High
1563703,16,54,3481,768.98,709.93,23717.72,sql_injection,Attack,High
746932,23,46,2504,424.1,614.49,18959.87,normal,Attack,High
24971,4,3,121,53.39,99.84,419.09,normal,Benign,Low
28662,3,1,118,58.03,55.71,355.16,normal,Benign,Low
1460652,42,49,2728,803.97,380.2,11149.84,sql_injection,Attack,High
7107,1,3,66,17.4,31.09,266.89,normal,Benign,Low
1424978,31,26,3656,301.73,1067.47,18117.78,lfi,Attack,High
14787,4,2,171,59.1,125.49,458.38,normal,Benign,Low
1024864,36,48,1646,267.41,423.78,9853.96,xss,Attack,High
29098,1,1,93,65.74,74.88,230.81,sql_injection,Benign,Low
6146,4,4,45,34.53,92.2,194.28,normal,Benign,Low
31703,3,2,149,58.67,63.69,747.76,normal,Benign,Low
10671,3,4,88,26.92,119.14,848.11,normal,Benign,Low
5420,4,4,74,71.88,43.96,577.23,normal,Benign,Low
8997,1,3,96,61.41,122.14,114.75,normal,Benign,Low
931581,30,23,3201,589.67,409.06,15960.25,normal,Attack,High
29922,1,4,172,84.61,35.69,426.61,normal,Benign,Low
992233,24,59,4223,608.0,910.0,21464.9,normal,Attack,High
33637,3,1,136,30.91,67.71,666.33,normal,Benign,Low
18109,2,1,133,52.86,41.17,664.78,normal,Benign,Low
13498,4,3,99,84.17,75.51,686.38,normal,Benign,Low
38892,3,1,40,23.53,107.64,855.13,normal,Benign,Low
1145159,26,28,1961,279.4,752.31,21064.9,xss,Attack,High
14461,4,1,56,44.02,90.79,780.49,normal,Benign,Low
636627,24,21,2696,699.35,578.44,21266.68,sql_injection,Attack,High
21494,1,4,155,67.13,104.04,378.57,normal,Benign,Low
1721265,12,59,2449,680.08,459.37,9523.8,xss,Attack,High
1626262,33,59,3810,461.33,1009.37,12733.26,lfi,Attack,High
18595,1,3,48,85.39,104.66,466.35,normal,Benign,Low
564464,35,25,1443,484.42,685.13,21098.35,lfi,Attack,High
5079,3,4,161,59.0,86.9,756.17,normal,Benign,Low
864891,15,37,3312,747.45,702.96,22555.17,sql_injection,Attack,High
20388,4,2,43,87.1,38.99,647.41,normal,Benign,Low
1788489,31,45,4989,653.08,1084.8,13081.09,normal,Attack,High
1429485,17,34,2490,408.04,370.28,9973.21,normal,Attack,High
672043,37,29,3615,383.31,379.59,19292.47,lfi,Attack,High
25920,3,2,92,69.69,123.46,752.45,normal,Benign,Low
12171,1,1,137,24.75,41.18,775.29,normal,Benign,Low
5703,4,3,110,45.55,128.93,683.37,normal,Benign,Low
33800,4,3,97,65.55,98.41,181.34,normal,Benign,Low
454086,28,60,4406,699.84,1019.72,12751.63,lfi,Attack,High
37570,4,2,64,49.91,84.76,228.47,normal,Benign,Low
